CODE,DISPLAY,COUNT,PERCENTAGE_OF_CLAIMS,,CLAIM_COUNT,TYPE,PERCENTAGE_OF_CLAIMS
10000300100409,Aldawaa Pharmacy Three hundred and eighty seven,4168,0.00%,,,,
10000300185293,Pharmacy Nahdi Two,4158,0.00%,,,,
10000300132543,Pharmacy  Nahdi  One Eight Three,4150,0.00%,,,,
10000300150693,Pharmacy Nahdi Two Two One,4147,0.00%,,,,
10000000065654,Magrabi Optical Center Class A-8 at Badi'ah / Riyadh,4130,0.00%,,,,
10000300084439,Magrabi Optical Company Magrabi Hospital Branch  Khamis Mushait,4105,0.00%,,,,
10000300086202,EBTSAMATAC CLINIC,4092,0.00%,,,,
10000000003836,king Salman armed forces hospital,4081,0.00%,,,,
10000300148333,AlDawaa Pharmacy Four hundred and forty,4080,0.00%,,,,
10000300044573,Rehablitation Society For Disabled Persons - Dammam,4075,0.00%,,,,
10000300148473,AlDawaa Pharmacy Two hundred and seventy three,4068,0.00%,,,,
10000300203989,Home haelth care co,4067,0.00%,,,,
10000300041637,Althemal Medical Center,4064,0.00%,,,,
10000300198940,majmae alsaeudii alhadith altibiyu almutakhasis,4061,0.00%,,,,
10000300295480,Magrabi Optical Riyadh Park Branch,4059,0.00%,,,,
10000300162722,Taher Ben Hussain Ben Mohammed Albahrani Medical Complexe,4049,0.00%,,,,
10000300056718,Al Nahdi Medical Company,4049,0.00%,,,,
10000300143540,AL ABEER,4048,0.00%,,,,
10000300153341,Pharmacy Nahdi One Four Eight,4030,0.00%,,,,
10000300256813,Adwaa AlHikma Dental and Orthodontic Medical Center Complex,4027,0.00%,,,,
10000300141080,Pharmacy  Nahdi Three Six Nine,4024,0.00%,,,,
10000300311113,AlFarabi Dental  and Dermatology Complex,4002,0.00%,,,,
10000300243605,AlDawaa Pharmacy five hundred,4000,0.00%,,,,
10000300177670,AlDawaa Pharmacy Two hundred and seventy six,3993,0.00%,,,,
10000300184825,Al Duliman Optics,3984,0.00%,,,,
10000300048244,Al Maha Optics Company Al Kharj Branch,3984,0.00%,,,,
10000300115258,Pharmacy Nahdi Four One,3978,0.00%,,,,
10000300032511,Pharmacy Nahdi Nine Four,3978,0.00%,,,,
10000300054085,AlDawaa Pharmacy Twenty one,3977,0.00%,,,,
10000000003205,Central King Fahad Hospital Jizan,3975,0.00%,,,,
10000300224241,Al Dawaa Pharmacy One thousand two hundred and ten,3969,0.00%,,,,
10000300197470,ALALAMEYA POLYCLINIC AND DAY SURGERY CENTTER,3968,0.00%,,,,
10000300173141,Pharmacy Nahdi One Zero  One,3967,0.00%,,,,
10000300184452,Pharmacy Nahdi Two Eight,3963,0.00%,,,,
10000300154844,Al Nahdi Medical Company,3963,0.00%,,,,
10000300172259,AL-SALMAN OPTICAL AL-Mursalat,3959,0.00%,,,,
10000300324066,Pharmacy Nahdi Four One Five,3945,0.00%,,,,
10000300248711,Magrabi Buraydah Branch Al Rayyan District,3944,0.00%,,,,
10000000001895,Jubail Central Hospital,3937,0.00%,,,,
10000300170659,AL-SALMAN OPTICAL AnNafal,3926,0.00%,,,,
10000300196456,"optical city Branch No. 1, Class A",3924,0.00%,,,,
10000300113980,Pharmacy Nahdi One Four Three,3923,0.00%,,,,
10000300135256,almawj clinic,3923,0.00%,,,,
10000300094511,AlDawaa Pharmacy thirty eight,3916,0.00%,,,,
10000300037353,Al dawaa Pharmacy nine hundred and four,3913,0.00%,,,,
10000300068192,Saudi Italian complex for dentistry and dermatology Balnairip,3903,0.00%,,,,
10000300145883,Pharmacy Nahdi One Two,3894,0.00%,,,,
10000300212675,YASHFEEN MEDICAL GENERAL COMPLX,3889,0.00%,,,,
10000300091707,Pharmacy Nahdi One Seven Two,3883,0.00%,,,,
10000300211453,Magrabi Optical Doctor M Olya,3881,0.00%,,,,
10000300157086,MAJID MEDICAL CLINICS CO,3880,0.00%,,,,
10000300106158,Pharmacy Nahdi Three Five Eight,3862,0.00%,,,,
10000300179007,Magrabi Mohammadiah,3841,0.00%,,,,
10000300046024,Pharmacy Nahdi Two Five,3840,0.00%,,,,
10000300204912,MAGRABI OPTICAL branch Murjan,3820,0.00%,,,,
10000300129754,AlDawaa Pharmacy Sixty,3818,0.00%,,,,
10000300128475,Magrabi Optical Rafal Plaza Branch,3807,0.00%,,,,
10000300088893,Pharmacy Nahdi One One One,3806,0.00%,,,,
10000300035274,Pharmacy Nahdi OneSevenSix,3806,0.00%,,,,
10000300166418,Doctor M Dhahran Mall Branch B,3787,0.00%,,,,
10000300053434,Nahdi Pharmacy seven,3786,0.00%,,,,
10000300162110,Aldawaa Pharmacy Three hundred and sixty three,3786,0.00%,,,,
10000000047793,Al Nahdi Pharmacy 97,3781,0.00%,,,,
10000300130281,Balsam elaj complex,3777,0.00%,,,,
10000300200795,Magrabi Qatif Branch,3771,0.00%,,,,
10000300332135,Pharmacy Nahdi Four Two Two,3761,0.00%,,,,
10000300038021,Pharmacy Nahdi Three Eight Six,3760,0.00%,,,,
10000300059456,Al Nahdi Medical Company,3748,0.00%,,,,
10000300146394,Sultana branch,3748,0.00%,,,,
10000300110325,Pharmacy Nahdi Two Three Zero,3744,0.00%,,,,
10000300110689,Pharmacy Nahdi Three Six Eight,3737,0.00%,,,,
10000300057823,AlDawaa Pharmacy One thousand and fifty four,3733,0.00%,,,,
10000300301254,Jiwar Medical Services,3708,0.00%,,,,
10000300079025,Pharmacy Nahdi One Three Three,3683,0.00%,,,,
10000300072541,Pharmacy Nahdi Two,3660,0.00%,,,,
10000300112396,Pharmacy Nahdi Two Zero Zero,3660,0.00%,,,,
10000300187067,Pharmacy Nahdi One Zero Five,3653,0.00%,,,,
10000300064886,company mohammad saad alhashbool medical,3652,0.00%,,,,
10000300182035,PharmacyNahdiOneSixZero,3650,0.00%,,,,
10000300309877,Al Nahdi Pharmacy three  hundred and thirtyone,3644,0.00%,,,,
10000000047397,Maternity & Chidren'SPECIALIST HOSPITAL 'JEDDAH,3640,0.00%,,,,
10000300129077,Magrabi Optical Al Safa District Branch,3626,0.00%,,,,
10000300190384,NAHDI Four,3626,0.00%,,,,
10000300168620,Basmlah Alnoor Medical Complex,3622,0.00%,,,,
10000300062922,Al Dawaa Pharmacy six hundred sixty six,3619,0.00%,,,,
10000300080023,Al Nahdi Medical Company,3617,0.00%,,,,
10000300050406,Abdul Mohsen Al Muqrin  Partners Medical Complex,3612,0.00%,,,,
10000300057625,Pharmacy Nahdi One Three,3609,0.00%,,,,
10000000000581,Yanbu genaral hospital,3603,0.00%,,,,
10000300036397,Al dawaa Pharmacy nine hundred and two,3597,0.00%,,,,
10000300287651,EXCELLENCE MEDICAL COMPLEX BRANCH,3594,0.00%,,,,
10000300154653,Pharmacy Nahdi   fourteen,3591,0.00%,,,,
10000300159058,Pharmacy Nahdi fifty seven,3584,0.00%,,,,
10000300176466,Pharmacy Nahdi One Five Seven,3580,0.00%,,,,
10000300047527,AlDawaa Pharmacy One hundred and thirty two,3575,0.00%,,,,
10000300284179,Pharmacy  Nahdi  On e Three Six,3568,0.00%,,,,
10000300091962,Atebaokum Company,3567,0.00%,,,,
10000300167143,Doctor M Red Sea Mall Branch,3557,0.00%,,,,
10000300088034,Al Dawaa Pharmacy eight hundred twenty six,3555,0.00%,,,,
10000300315932,Pharmacy Nahdi Four One Ten,3550,0.00%,,,,
10000300279005,Nahdi Pharmacy fifty three,3547,0.00%,,,,
10000300041165,Gama Dental Clinic,3533,0.00%,,,,
10000300043260,AL-SALMAN OPTICAL Hittin,3527,0.00%,,,,
10000300107867,Aldawaa pharmacynine hundred twenty and one,3526,0.00%,,,,
10000300087069,azzam,3520,0.00%,,,,
10000300244470,ALMAHAOPTICAL QURTUBA TWO,3520,0.00%,,,,
10000300116363,Pharmacy Nahdi One Seven Nine,3515,0.00%,,,,
10000300078308,AlDawaa Pharmacy one hundred and fifty seven,3515,0.00%,,,,
10000300180278,Pharmacy Nahdi One Four Nine,3504,0.00%,,,,
10000300059050,DENTCARE CLINICS,3499,0.00%,,,,
10000000000606,Prince Abdulmohsin Hospital,3494,0.00%,,,,
10000300083167,Toroun Opticals,3487,0.00%,,,,
10000300146220,Magrabi,3474,0.00%,,,,
10000300089248,MODERN MEDICAL REHABILITATION CENTER - ÙALRIYADH,3474,0.00%,,,,
10000300086806,Pharmacy Nahdi Five Six,3473,0.00%,,,,
10000300195128,Rashid Saleh Al Otaibi Medical Complex,3472,0.00%,,,,
10000300063037,Ajwan Aljamal medical company,3468,0.00%,,,,
10000300136908,Arreen Medical Complex,3466,0.00%,,,,
10000300193776,Pharmacy Nahdi Seven Five,3464,0.00%,,,,
10000300091848,Pharmacy Nahdi One Six One,3464,0.00%,,,,
10000300172143,Balsam Poly Medical Center.,3463,0.00%,,,,
10000300111059,AlDawaa Pharmacy seven hundred and three,3462,0.00%,,,,
10000300208806,child will pediatric,3456,0.00%,,,,
10000300256672,Interhealth Medical Company,3450,0.00%,,,,
10000300221957,AlDawaa Pharmacy one thousand one hundred one,3449,0.00%,,,,
10000300056494,Pharmacy Nahdi One Three Eight,3448,0.00%,,,,
10000300139126, Physical therapy & sport rehabilitation center Fizik,3439,0.00%,,,,
10000300036017,Fahd Muhammad Al Husseini Medical Company Clinics Complex,3437,0.00%,,,,
10000300072335,Pharmacy Nahdi One Five Six,3436,0.00%,,,,
10000000098069,Al-Nahdi Pharmacy No. 107 ,3436,0.00%,,,,
10000300210398,AlDawaa Pharmacy two hundred and thirty seven,3423,0.00%,,,,
10000300107727,Pharmacy Nahdi Five Seven,3422,0.00%,,,,
10000300188826,AlDawaa Pharmacy number One hundred and two,3419,0.00%,,,,
10000300199773,KADOON DENTAL CENTER (1) - RIYADH,3413,0.00%,,,,
10000300084645,AL-SALMAN OPTICAL AlBadi'ah,3409,0.00%,,,,
10000300061353,Al Maha Opticals Mall Optics,3407,0.00%,,,,
10000300086137,Your Healthcare Medical Polyclinic,3407,0.00%,,,,
10000300125620,magrabi,3399,0.00%,,,,
10000300054366,Pharmacy Nahdi  Four One,3395,0.00%,,,,
10000300159082,AlDawaa Pharmacy  six hundred thirty one,3388,0.00%,,,,
10000300095237,Pharmacy Nahdi eighty,3383,0.00%,,,,
10000300038997,Pharmacy Nahdi Two Seven,3382,0.00%,,,,
10000300163233,professional medicalcare complex,3379,0.00%,,,,
10000300138953,Pharmacy NahdiTwoZeroTwo,3372,0.00%,,,,
10000300173042,Pharmacy Nahdi One Zero  Seven,3370,0.00%,,,,
10000300035613,AlDawaa Pharmacy One hundred and seventeen,3363,0.00%,,,,
10000300123229,Pharmacy Nahdi One Four One,3339,0.00%,,,,
10000300119722,Pharmacy Nahdi One  Six,3334,0.00%,,,,
10000300137864,Pharmacy Nahdi One Five Five,3333,0.00%,,,,
10000300308747,Nahdi pharmacy Seven  two,3328,0.00%,,,,
10000300081708,almahaopticals,3327,0.00%,,,,
10000300259163,Pharmacy Nahdi  One  Three  Three,3325,0.00%,,,,
10000300137914,Barakat Optical Al Olaya Area Al Takassusi St,3320,0.00%,,,,
10000300287297,Doctor M Nahdi branch,3308,0.00%,,,,
10000300114194,KENTAL DENTAL CENTER,3305,0.00%,,,,
10000300141007,Aldwaa pharmacy nine hundred seventyseven,3304,0.00%,,,,
10000300250618,Nahdi Pharmacy Nine,3303,0.00%,,,,
10000300032917,Pharmacy Nahdi Two Six Five,3302,0.00%,,,,
10000000003234,Abu Arish General Hospital,3301,0.00%,,,,
10000300055249,Pharmacy Nahdi One Six Six,3292,0.00%,,,,
10000300110804,ALMAHAOPTICAL NAZEEM FOUR,3286,0.00%,,,,
10000300057492,Pharmacy Nahdi Two Zero,3282,0.00%,,,,
10000300106794,PharmacyNahdi One,3276,0.00%,,,,
10000300176045,ANAS BIN MALIK BRANCH,3276,0.00%,,,,
10000300226287,naif medical complex,3270,0.00%,,,,
10000300239249,AlDawaa Pharmacy one thousand two hundred and sixteen,3270,0.00%,,,,
10000300062187,Pharmacy Nahdi Eight Two,3256,0.00%,,,,
10000300091251,Pharmacy Nahdi One Seven Eight,3248,0.00%,,,,
10000300134465, company magrabi optical LTD ,3247,0.00%,,,,
10000300041942,AlDawaa Pharmacy two hundred and twenty five,3240,0.00%,,,,
10000300222021,Pharmacy Nahdi Seven  One,3238,0.00%,,,,
10000300068242,Magrabi Optical Mouj Plaza Branch,3220,0.00%,,,,
10000300253570,Joele Special Medical,3217,0.00%,,,,
10000000029965,Madinah Cardiac Center,3217,0.00%,,,,
10000300056155,Pharmacy Nahdi Three One Eight,3212,0.00%,,,,
10000300051826,savan medical center,3209,0.00%,,,,
10000300143706,Pharmacy Nahdi One Seven Five,3206,0.00%,,,,
10000000047736,Saudi Red Crescent Tabouk Branch,3205,0.00%,,,,
10000300124409,AlDawaa Pharmacy Seven hundred and eighty,3194,0.00%,,,,
10000300110184,Nahdi Pharmacy sixty eight,3194,0.00%,,,,
10000300200647,Pharmacy Nahdi Two Five,3192,0.00%,,,,
10000300076815,Pharmacy Nahdi Five Five,3191,0.00%,,,,
10000300100136,ARTAL AL KHOBAR DENTAL CLINIC - AL KHOBAR,3185,0.00%,,,,
10000300091095,Aldwaa pharmacy nine hundred and twenty six,3185,0.00%,,,,
10000300093364,Pharmacy Nahdi Two,3182,0.00%,,,,
10000000002404,king saud hospital onizah,3181,0.00%,,,,
10000300187539,Al Dawaa Pharmacy six hundred fifty seven,3178,0.00%,,,,
10000300094552,Pharmacy Nahdi Two,3177,0.00%,,,,
10000300054572,Pharmacy Nahdi Seven Zero,3177,0.00%,,,,
10000300133780,Zuhair Shuwaikhat Optics Center,3172,0.00%,,,,
10000300139084,Aldawaa Pharmacy One hundred and sixteen,3171,0.00%,,,,
10000300139563,Pharmacy Nahdi forty eight,3171,0.00%,,,,
10000300303003,Magrabi Optical AlShuala district branch,3157,0.00%,,,,
10000300181888,Aldawaa pharmacy nine hundred and forty one,3146,0.00%,,,,
10000300141544,KHOBAR MODERN DENTAL COMPLEX,3145,0.00%,,,,
10000300156807,AlDawaa Pharmacy One thousand and thirty six,3142,0.00%,,,,
10000300123468,nahdi pharmacy 28,3141,0.00%,,,,
10000300196779,Nahdi Pharmacy  forty six,3140,0.00%,,,,
10000300170329,ALDAWAA Pharmacy two hundred and twenty,3133,0.00%,,,,
10000300290929,Lucent Dental Center Company,3132,0.00%,,,,
10000300275037,NAHDI TWELVE,3130,0.00%,,,,
10000300058193,Nahdi Pharmacy Twenty three,3122,0.00%,,,,
10000300118823,Fahd Al Ajaji Clinics,3107,0.00%,,,,
10000300063474,Aldawaa Pharmacy Three hundred fifty four,3107,0.00%,,,,
10000300178470,AlDawaa Pharmacy One hundred and twenty three,3104,0.00%,,,,
10000300089941,Al Nahdi Pharmacy No 34 in Qatif,3101,0.00%,,,,
10000300200845,ALWATANI MODERN MEDICAL COMPANY,3096,0.00%,,,,
10000300287347,AlNahdi Pharmacy noeigh t,3094,0.00%,,,,
10000300101357,PharmacyNahdi One Three,3093,0.00%,,,,
10000300272281,Fakeeh Vision Company Abhor Branch,3092,0.00%,,,,
10000300149083,Pharmacy Nahdi  Three Eight,3090,0.00%,,,,
10000300032248,Pharmacy Nahdi Two Four Four,3088,0.00%,,,,
10000300079090,Pharmacy Nahdi Two Zero Four,3083,0.00%,,,,
10000300076716,Pharmacy Nahdi One Six Nine,3081,0.00%,,,,
10000300188222,Magrabi Al Faisaliah Plaza,3080,0.00%,,,,
10000300294897,Nahdi pharmacy four zero one,3077,0.00%,,,,
10000300192083,Pharmacy Nahdi One Nine Seven,3077,0.00%,,,,
10000300077896,Al Dawaa Pharmacy four hundred thirty five,3073,0.00%,,,,
10000300151774,AlDawaa Pharmacy One hundred and twenty,3072,0.00%,,,,
10000300286562,Pharmacy NahdiTwo,3071,0.00%,,,,
10000300225560,AlDawaa pharmacy one thousand two hundred and fifteen,3071,0.00%,,,,
10000300160858,JARRASH ALI ALMUNIF POLYCLINIC,3065,0.00%,,,,
10000300068333,AlDawaa Pharmacy One thousand and thirty two,3063,0.00%,,,,
10000300117403,Pharmacy  Nahdi  Two  One  Zero,3059,0.00%,,,,
10000300306972,Dr Talal Qutub Medical Center,3058,0.00%,,,,
10000300052469,Pharmacy Nahdi Four Six,3056,0.00%,,,,
10000300138490,Pharmacy Nahdi Four Eight,3056,0.00%,,,,
10000300062336,EHTIWA MEDICAL CENTER,3052,0.00%,,,,
10000300103551,Magrabi optical,3043,0.00%,,,,
10000300166715,almahaopticals,3036,0.00%,,,,
10000300217385,Quality medicine clinics,3034,0.00%,,,,
10000300103387,ALMAHAOPTICAL ELRODHAH FOUR,3025,0.00%,,,,
10000300283049,AL-SALMAN OPTICAL Dairy sharky,3024,0.00%,,,,
10000300204102,Pharmacy Nahdi Two Two Three,3018,0.00%,,,,
10000300223920,Pharmacy Nahdi  Two Zero,3011,0.00%,,,,
10000300076666,AlDawaa Pharmacy twenty,3010,0.00%,,,,
10000300209408,Pharmacy NahdiTwo Five Seven,3005,0.00%,,,,
10000300122197,AlDawaa Pharmacy Seven hundred and eighty eight,3004,0.00%,,,,
10000300307830,Pharmacy Nahdi two six,2994,0.00%,,,,
10000300054952,Pharmacy Nahdi One,2991,0.00%,,,,
10000300046644,ABAN OPTICALS,2986,0.00%,,,,
10000300161047,AlDawaa Pharmacy Seven hundred and forty one,2985,0.00%,,,,
10000300057096,almahaopticals Makkah AlSitteen,2978,0.00%,,,,
10000300175955,CHILD WILL PEDIATRIC THERAPY CENTER - HOFUF,2973,0.00%,,,,
10000000000866,AL thagher Hospital,2972,0.00%,,,,
10000300048160,Branch of Magrabi Optical Company Jubail,2963,0.00%,,,,
10000300259304,Al Dawaa Pharmacy one thousand two hundred and sixty nine,2960,0.00%,,,,
10000300080585,Al dawaa Pharmacy nine hundred and seventy,2959,0.00%,,,,
10000300214374,Doctor M Al Nakhil Mall branch in Riyadh,2959,0.00%,,,,
10000300091475,Pharmacy NahdiSix Zero,2955,0.00%,,,,
10000300242201,Pharmacy Nahdi TwoThreeSix,2954,0.00%,,,,
10000300040837,Aldawaa pharmacy nine hundred and five,2952,0.00%,,,,
10000300158241,Fakeeh Vision Company LTD Alsalaam Mall Branch,2946,0.00%,,,,
10000300064951,Pharmacy Nahdi One ZeroFour,2939,0.00%,,,,
10000300036777,Pharmacy Nahdi Two Eight Eight,2924,0.00%,,,,
10000300128624,Pharmacy Nahdi Two Eight One,2921,0.00%,,,,
10000300161203,AlDawaa Pharmacy two hundred and nineteen,2916,0.00%,,,,
10000300140355,AlDawaa Pharmacy Three hundred and sixty eight,2908,0.00%,,,,
10000300113626,Pharmacy Nahdi One Six Nine,2906,0.00%,,,,
10000300077581,Mazin Fakeeh Integrated Glasses Basateen Branch,2904,0.00%,,,,
10000300155403,DR RAMI HASSANEINE DENTAIL IMPLANT CENTER,2901,0.00%,,,,
10000300119011,Nahdi Pharmacy twenty eighth,2900,0.00%,,,,
10000300123542,Pharmacy Nahdi One Six Two,2894,0.00%,,,,
10000300083043,SAFA ABHA  CLINIC,2893,0.00%,,,,
10000300168265,comprehensive Medical Examination Clinic,2892,0.00%,,,,
10000000069953,Al-Dawa Pharmacy (134),2892,0.00%,,,,
10000300143144,Al Dawaa PharmacyÂ six hundred seven,2891,0.00%,,,,
10000300223631,ALDORR SPECIALIST MEDICAL CENTERS,2881,0.00%,,,,
10000300048137,Aldawaa pharmacy nine hundred and fourteen,2877,0.00%,,,,
10000300151444,Pharmacy Nahdi One One Three,2877,0.00%,,,,
10000300150818,Pharmacy Nahdi Four Six,2874,0.00%,,,,
10000300075478,Pharmacy  Nahdi  Three Three,2872,0.00%,,,,
10000300203385,DAMMAM SCAN CENTER,2866,0.00%,,,,
10000300050125,Pharmacy Nahdi Two Nine,2859,0.00%,,,,
10000300291042,AlNahdi Pharmacy two hundred and eighty seven,2856,0.00%,,,,
10000300105036,AlDawaa Pharmacy number ten,2856,0.00%,,,,
10000300182985,Alfairouz,2856,0.00%,,,,
10000300061163,Al dawaa Pharmacy nine hundred and seventy three,2855,0.00%,,,,
10000300117213,Pharmacy Nahdi Seven Three,2854,0.00%,,,,
10000300281506,Future Care Dammam,2852,0.00%,,,,
10000300139647,Eye Care Center,2843,0.00%,,,,
10000300064837,Pharmacy Nahdi Two Two,2842,0.00%,,,,
10000300113113,smile rising,2837,0.00%,,,,
10000300099908,Pharmacy Nahdi Two One Seven,2818,0.00%,,,,
10000300176904,AlDawaa Pharmacy one thousand two hundred and fifty six,2817,0.00%,,,,
10000300235726,Doctor M Jeddah Park Branch,2808,0.00%,,,,
10000300068903,Abas Medical Companiy,2806,0.00%,,,,
10000300107271,ALMAHAOPTICAL ELMALAZ TWO,2806,0.00%,,,,
10000300086988,Nahdi Pharmacy Ten,2800,0.00%,,,,
10000300125505,AlSalman Optics Rawabi Store,2795,0.00%,,,,
10000300085428,Magrabi Centro Al Nakheel,2795,0.00%,,,,
10000300136569,AlDawaa Pharmacy One hundred twenty nine,2795,0.00%,,,,
10000300050620,Pharmacy Nahdi Forty,2790,0.00%,,,,
10000300284914,esrar b,2788,0.00%,,,,
10000300247788,Pharmacy  Nahdi  One  Two  Zero,2785,0.00%,,,,
10000300137708,AL-SALMAN OPTICAL AL-Aqiq,2785,0.00%,,,,
10000300135728,Al Dawaa Pharmacy six hundred thirty,2782,0.00%,,,,
10000300148168,FARZA OPTICS - Al Jubil 3 - St.Jeddah,2782,0.00%,,,,
10000000000033,king abdulaziz hospital makkah,2765,0.00%,,,,
10000300279088,AL-SALMAN OPTICAL alzahraa,2764,0.00%,,,,
10000300192349,AlDawaa Pharmacy number Three hundred and ninety seven,2754,0.00%,,,,
10000300187851,Pharmacy Nahdi Two Four Eight,2740,0.00%,,,,
10000300173851,AlDawaa Pharmacy One thousand and thirty nine,2737,0.00%,,,,
10000000105963,Al-Maghrabi Optical Center Class A-4 Al-Rawda,2729,0.00%,,,,
10000300132923,Pharmacy Nahdi Three,2727,0.00%,,,,
10000300119201,AlDawaa Pharmacy Three hundred and two,2722,0.00%,,,,
10000300089602,Al Dawaa Pharmacy two hundred fifty one,2718,0.00%,,,,
10000300264437,Senan Medical Complex,2710,0.00%,,,,
10000300111364,almahaopticals,2709,0.00%,,,,
10000300060884,sultani polyclinic center,2708,0.00%,,,,
10000300173687,DERYAQ MEDICAL COMPLEX,2703,0.00%,,,,
10000300160213,Pharmacy Nahdi Two Four Seven,2702,0.00%,,,,
10000300064415,Fahd Abdullah Al Ajaji Dental Clinics  Al Rayyan,2701,0.00%,,,,
10000300083332,wesam optical,2701,0.00%,,,,
10000300229752,BATEEL MEDICAL CLINICS,2692,0.00%,,,,
10000300197090,Pharmacy Nahdi Two Six Eight,2691,0.00%,,,,
10000300125778,PharmacyNahdi Three,2691,0.00%,,,,
10000300133061,Nahdi Pharmacy Number Four,2687,0.00%,,,,
10000300112586,Pharmacy Nahdi nine,2684,0.00%,,,,
10000300068523,HOME CARE MEDICAL COMPLEX,2683,0.00%,,,,
10000300058722,Maleen Specialized Medical Complex,2682,0.00%,,,,
10000300183876,AlDawaa Pharmacy One hundred and thirteen,2678,0.00%,,,,
10000300144175,DR. HEALTH MEDICAL CLINIC CO. - RIYADH,2678,0.00%,,,,
10000300139340,Pharmacy  Nahdi  Two One,2670,0.00%,,,,
10000300062153,Pharmacy Nahdi One Five Nine,2663,0.00%,,,,
10000300068143,Pharmacy Nahdi Nine,2657,0.00%,,,,
10000300102561,Pharmacy Nahdi Two One Four,2656,0.00%,,,,
10000300150073,Pharmacy Nahdi Three Seven Zero,2652,0.00%,,,,
10000000127207,The second drug pharmacy in Al-Khobar,2645,0.00%,,,,
10000300189469,Pharmacy Nahdi Two Seven,2641,0.00%,,,,
10000300132386,Barakat Optical Khobar Area King Khaled Bin AbdulAziz Street,2634,0.00%,,,,
10000300037940,Pharmacy Nahdi Three Five One,2621,0.00%,,,,
10000300042551,Pharmacy NahdiNine,2620,0.00%,,,,
10000300174198,AlDawaa Pharmacy Four hundred and eighty two,2610,0.00%,,,,
10000300325212,Pharmacy Nahdi Four One Six,2597,0.00%,,,,
10000300113832,Pharmacy  Nahdi  Thirteen,2592,0.00%,,,,
10000300193651,PharmacyNahdi Six,2589,0.00%,,,,
10000300144753,Buraydah Dental Clinics One,2587,0.00%,,,,
10000300241211,AlDawaa Pharmacy two hundred and thirty one,2587,0.00%,,,,
10000300078258,Pharmacy NahdiTwo Zero Nine,2585,0.00%,,,,
10000300093380,Pharmacy Nahdi Two Six,2585,0.00%,,,,
10000300219753,Bateel Medical  Complex,2582,0.00%,,,,
10000300169123,AlDawaa Pharmacy Four hundred and twenty seven,2582,0.00%,,,,
10000300063540,AlDawaa Pharmacy seventy eight,2577,0.00%,,,,
10000300307814,Pharmacy Nahdi Two EightEight,2577,0.00%,,,,
